Title,City,State,Group,Ideology,Headquarters,Statewide,Year,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source
"Proud Boys",Duluth,Minnesota,"Proud Boys","General Hate",,,2018,47.005566,-92.001934,1,place,,,Duluth,MN,"St. Louis County",55801,US,"TIGER/Line® dataset from the US Census Bureau"
"Proud Boys",Minneapolis,Minnesota,"Proud Boys","General Hate",,,2018,44.984577,-93.269097,1,place,,,Minneapolis,MN,"Hennepin County",55401,US,"TIGER/Line® dataset from the US Census Bureau"
"Proud Boys","St. Louis",Missouri,"Proud Boys","General Hate",,,2018,38.631501,-90.19231,1,place,,,"Saint Louis",MO,"St. Louis city",63101,US,"TIGER/Line® dataset from the US Census Bureau"
"Proud Boys","Kansas City",Missouri,"Proud Boys","General Hate",,,2018,39.102404,-94.598583,1,place,,,"Kansas City",MO,"Jackson County",64101,US,"TIGER/Line® dataset from the US Census Bureau"
"Proud Boys",,Nebraska,"Proud Boys","General Hate",,Yes,2018,41.543301,-99.811862,1,state,,,,NE,,,US,"US Census Bureau"
"Proud Boys",,Nevada,"Proud Boys","General Hate",,Yes,2018,39.331093,-116.615147,1,state,,,,NV,,,US,"US Census Bureau"
"Proud Boys",,"New Hampshire","Proud Boys","General Hate",,Yes,2018,43.672691,-71.584315,1,state,,,,NH,,,US,"US Census Bureau"
"Proud Boys","New York","New York","Proud Boys","General Hate",Yes,,2018,40.68863,-74.018244,1,place,,,"New York",NY,"New York County",10004,US,"TIGER/Line® dataset from the US Census Bureau"
"Proud Boys",,Oklahoma,"Proud Boys","General Hate",,Yes,2018,35.590051,-97.486815,1,state,,,,OK,,,US,"US Census Bureau"
"Proud Boys",Portland,Oregon,"Proud Boys","General Hate",,,2018,45.507856,-122.690794,1,place,,,Portland,OR,"Multnomah County",97201,US,"TIGER/Line® dataset from the US Census Bureau"
"Proud Boys",,Pennsylvania,"Proud Boys","General Hate",,Yes,2018,40.902496,-77.833451,1,state,,,,PA,,,US,"US Census Bureau"
"Proud Boys",,"South Dakota","Proud Boys","General Hate",,Yes,2018,44.446796,-100.238176,1,state,,,,SD,,,US,"US Census Bureau"
"Proud Boys",,Tennessee,"Proud Boys","General Hate",,Yes,2018,35.858564,-86.349357,1,state,,,,TN,,,US,"US Census Bureau"
"Proud Boys",Dallas,Texas,"Proud Boys","General Hate",,,2018,32.781179,-96.790329,1,place,,,Dallas,TX,"Dallas County",75201,US,"TIGER/Line® dataset from the US Census Bureau"
"Proud Boys",Austin,Texas,"Proud Boys","General Hate",,,2018,30.326374,-97.771258,1,place,,,Austin,TX,"Travis County",73301,US,"TIGER/Line® dataset from the US Census Bureau"
"Proud Boys",Houston,Texas,"Proud Boys","General Hate",,,2018,29.813142,-95.309789,1,place,,,Houston,TX,"Harris County",77001,US,"TIGER/Line® dataset from the US Census Bureau"
"Proud Boys",Ogden,Utah,"Proud Boys","General Hate",,,2018,41.244261,-112.007924,1,place,,,Ogden,UT,"Weber County",84201,US,"TIGER/Line® dataset from the US Census Bureau"
"Proud Boys",,Utah,"Proud Boys","General Hate",,Yes,2018,39.334993,-111.656333,1,state,,,,UT,,,US,"US Census Bureau"
"Proud Boys",Spokane,Washington,"Proud Boys","General Hate",,,2018,47.66264,-117.435997,1,place,,,Spokane,WA,"Spokane County",99201,US,"TIGER/Line® dataset from the US Census Bureau"
"Proud Boys",Seattle,Washington,"Proud Boys","General Hate",,,2018,47.432251,-121.803388,1,place,,,Seattle,WA,"King County",98060,US,"TIGER/Line® dataset from the US Census Bureau"
"Proud Boys",Vancouver,Washington,"Proud Boys","General Hate",,,2018,45.678996,-122.720499,1,place,,,Vancouver,WA,"Clark County",98660,US,"TIGER/Line® dataset from the US Census Bureau"
"Proud Boys",,"West Virginia","Proud Boys","General Hate",,Yes,2018,38.647285,-80.618327,1,state,,,,WV,,,US,"US Census Bureau"
"Reformation-Bible Puritan-Baptist Church/Vatican Assassins",Newmanstown,Pennsylvania,,"General Hate",Yes,,2018,40.35137,-76.21164,1,place,,,Newmanstown,PA,"Lebanon County",17073,US,"TIGER/Line® dataset from the US Census Bureau"
"Rense Radio Network",Ashland,Oregon,,"General Hate",Yes,,2018,42.148098,-122.537356,1,place,,,Ashland,OR,"Jackson County",97520,US,"TIGER/Line® dataset from the US Census Bureau"
"Samanta Roy Institute of Science and Technology",Shawano,Wisconsin,,"General Hate",Yes,,2018,44.745058,-88.664156,1,place,,,Shawano,WI,"Shawano County",54166,US,"TIGER/Line® dataset from the US Census Bureau"
"Sharkhunters International",Hernando,Florida,,"General Hate",Yes,,2018,28.922317,-82.390044,1,place,,,Hernando,FL,"Citrus County",34442,US,"TIGER/Line® dataset from the US Census Bureau"
"Sons of Liberty Media (formerly You Can Run But You Cannot Hide)",Annandale,Minnesota,,"General Hate",Yes,,2018,45.218652,-94.105948,1,place,,,Annandale,MN,"Wright County",55302,US,"TIGER/Line® dataset from the US Census Bureau"
"Tony Alamo Christian Ministries","Canyon Country",California,,"General Hate",,,2018,34.441427,-118.448088,1,place,,,"Canyon Country",CA,"Los Angeles County",91351,US,"TIGER/Line® dataset from the US Census Bureau"
"Tony Alamo Christian Ministries","New York","New York",,"General Hate",,,2018,40.68863,-74.018244,1,place,,,"New York",NY,"New York County",10004,US,"TIGER/Line® dataset from the US Census Bureau"
"Catholic Family News/Catholic Family Ministries, Inc.","Niagara Falls","New York",,"Radical Traditional Catholicism",Yes,,2018,43.095821,-79.040407,1,place,,,"Niagara Falls",NY,"Niagara County",14301,US,"TIGER/Line® dataset from the US Census Bureau"
"Christ or Chaos","West Chester",Ohio,,"Radical Traditional Catholicism",Yes,,2018,39.336058,-84.40536,1,place,,,"West Chester",OH,"Butler County",45069,US,"TIGER/Line® dataset from the US Census Bureau"
"Culture Wars/Fidelity Press","South Bend",Indiana,,"Radical Traditional Catholicism",Yes,,2018,41.673383,-86.251654,1,place,,,"South Bend",IN,"St. Joseph County",46601,US,"TIGER/Line® dataset from the US Census Bureau"
"Fatima Crusader, The/International Fatima Rosary Crusade",Constable,"New York",,"Radical Traditional Catholicism",Yes,,2018,44.944145,-74.327316,1,place,,,Constable,NY,"Franklin County",12926,US,"TIGER/Line® dataset from the US Census Bureau"
"IHM Media",Richmond,"New Hampshire",,"Radical Traditional Catholicism",,,2018,42.754806,-72.271751,0.8,place,,,Richmond,NH,"Cheshire County",03470,US,"TIGER/Line® dataset from the US Census Bureau"
"IHS Press",Norfolk,Virginia,,"Radical Traditional Catholicism",Yes,,2018,36.895911,-76.208521,1,place,,,Norfolk,VA,"Norfolk city",23501,US,"TIGER/Line® dataset from the US Census Bureau"
"In the Spirit of Chartres Committee",Carrollton,Virginia,,"Radical Traditional Catholicism",,,2018,36.956505,-76.542783,1,place,,,Carrollton,VA,"Isle of Wight County",23314,US,"TIGER/Line® dataset from the US Census Bureau"
"Remnant, The/The Remnant Press","Forest Lake",Minnesota,,"Radical Traditional Catholicism",Yes,,2018,45.246466,-92.949266,1,place,,,"Forest Lake",MN,"Washington County",55025,US,"TIGER/Line® dataset from the US Census Bureau"
"Robert Sungenis","State Line",Pennsylvania,,"Radical Traditional Catholicism",Yes,,2018,39.724825,-77.718629,1,place,,,"State Line",PA,"Franklin County",17263,US,"TIGER/Line® dataset from the US Census Bureau"
"Slaves of the Immaculate Heart of Mary",Richmond,"New Hampshire",,"Radical Traditional Catholicism",Yes,,2018,42.754806,-72.271751,0.8,place,,,Richmond,NH,"Cheshire County",03470,US,"TIGER/Line® dataset from the US Census Bureau"
"Tradition in Action","Los Angeles",California,,"Radical Traditional Catholicism",Yes,,2018,33.973951,-118.248405,1,place,,,"Los Angeles",CA,"Los Angeles County",90001,US,"TIGER/Line® dataset from the US Census Bureau"
"American Christian Dixie Knights of the Ku Klux Klan",,Alabama,,"Ku Klux Klan",Yes,Yes,2018,32.739632,-86.843459,1,state,,,,AL,,,US,"US Census Bureau"
"American Christian Dixie Knights of the Ku Klux Klan",,Florida,,"Ku Klux Klan",,Yes,2018,28.45743,-82.409148,1,state,,,,FL,,,US,"US Census Bureau"
"American Christian Dixie Knights of the Ku Klux Klan",,Tennessee,,"Ku Klux Klan",,Yes,2018,35.858564,-86.349357,1,state,,,,TN,,,US,"US Census Bureau"
"American Christian Knights of the Ku Klux Klan",Moselle,Mississippi,,"Ku Klux Klan",Yes,,2018,31.500214,-89.296883,1,place,,,Moselle,MS,"Jones County",39459,US,"TIGER/Line® dataset from the US Census Bureau"
"American White Knights of the Ku Klux Klan",,Georgia,,"Ku Klux Klan",,Yes,2018,32.629579,-83.423511,1,state,,,,GA,,,US,"US Census Bureau"
"American White Knights of the Ku Klux Klan",,Indiana,,"Ku Klux Klan",Yes,Yes,2018,39.903026,-86.28395,1,state,,,,IN,,,US,"US Census Bureau"
"Aryan Knights of the Invisible Empire",,"North Carolina",,"Ku Klux Klan",Yes,Yes,2018,35.53971,-79.130864,1,state,,,,NC,,,US,"US Census Bureau"
"Church of the National Knights of the Ku Klux Klan","South Bend",Indiana,"Church of the National Knights of the Ku Klux Klan","Ku Klux Klan",Yes,,2018,41.673383,-86.251654,1,place,,,"South Bend",IN,"St. Joseph County",46601,US,"TIGER/Line® dataset from the US Census Bureau"
"Church of the National Knights of the Ku Klux Klan",,Kentucky,"Church of the National Knights of the Ku Klux Klan","Ku Klux Klan",,Yes,2018,37.533684,-85.29298,1,state,,,,KY,,,US,"US Census Bureau"
"Confederate White Knights of the Ku Klux Klan",,Maryland,,"Ku Klux Klan",Yes,Yes,2018,38.946658,-76.674494,1,state,,,,MD,,,US,"US Census Bureau"
"Confederate White Knights of the Ku Klux Klan",Wappapello,Missouri,,"Ku Klux Klan",,,2018,36.974454,-90.277511,1,place,,,Wappapello,MO,"Wayne County",63966,US,"TIGER/Line® dataset from the US Census Bureau"
"Confederate White Knights of the Ku Klux Klan",,Virginia,,"Ku Klux Klan",,Yes,2018,37.522251,-78.668194,1,state,,,,VA,,,US,"US Census Bureau"
"East Coast Knights of the True Invisible Empire",Columbus,Ohio,,"Ku Klux Klan",,,2018,40.100924,-83.013402,1,place,,,Columbus,OH,"Franklin County",43085,US,"TIGER/Line® dataset from the US Census Bureau"
"East Coast Knights of the True Invisible Empire",Philadelphia,Pennsylvania,,"Ku Klux Klan",,,2018,40.001811,-75.11787,1,place,,,Philadelphia,PA,"Philadelphia County",19019,US,"TIGER/Line® dataset from the US Census Bureau"
"East Coast Knights of the True Invisible Empire",,"North Carolina",,"Ku Klux Klan",,Yes,2018,35.53971,-79.130864,1,state,,,,NC,,,US,"US Census Bureau"
"Global Crusaders: Order of the Ku Klux Klan",,Alabama,,"Ku Klux Klan",,Yes,2018,32.739632,-86.843459,1,state,,,,AL,,,US,"US Census Bureau"
"Honorable Sacred Knights of the Ku Klux Klan",Madison,Indiana,,"Ku Klux Klan",Yes,,2018,38.804552,-85.420605,1,place,,,Madison,IN,"Jefferson County",47250,US,"TIGER/Line® dataset from the US Census Bureau"
"International Keystone Knights of the Ku Klux Klan",,Florida,,"Ku Klux Klan",,Yes,2018,28.45743,-82.409148,1,state,,,,FL,,,US,"US Census Bureau"
"International Keystone Knights of the Ku Klux Klan",,Mississippi,,"Ku Klux Klan",,Yes,2018,32.686471,-89.656138,1,state,,,,MS,,,US,"US Census Bureau"
"International Keystone Knights of the Ku Klux Klan",Cedartown,Georgia,,"Ku Klux Klan",,,2018,33.998841,-85.239429,1,place,,,Cedartown,GA,"Polk County",30125,US,"TIGER/Line® dataset from the US Census Bureau"
"Knights of the Ku Klux Klan",Harrison,Arkansas,"Knights of the Ku Klux Klan","Ku Klux Klan",Yes,,2018,36.295086,-93.092861,1,place,,,Harrison,AR,"Boone County",72601,US,"TIGER/Line® dataset from the US Census Bureau"
"Loyal White Knights of the Ku Klux Klan",,Maryland,,"Ku Klux Klan",,Yes,2018,38.946658,-76.674494,1,state,,,,MD,,,US,"US Census Bureau"
"Loyal White Knights of the Ku Klux Klan",,Florida,,"Ku Klux Klan",,Yes,2018,28.45743,-82.409148,1,state,,,,FL,,,US,"US Census Bureau"
"Loyal White Knights of the Ku Klux Klan",,"New York",,"Ku Klux Klan",,Yes,2018,40.68863,-74.018244,1,place,,,"New York",NY,"New York County",10004,US,"TIGER/Line® dataset from the US Census Bureau"
"Loyal White Knights of the Ku Klux Klan",Pelham,"North Carolina",,"Ku Klux Klan",Yes,,2018,36.47025,-79.460025,1,place,,,Pelham,NC,"Caswell County",27311,US,"TIGER/Line® dataset from the US Census Bureau"
"Loyal White Knights of the Ku Klux Klan",,Pennsylvania,,"Ku Klux Klan",,Yes,2018,40.902496,-77.833451,1,state,,,,PA,,,US,"US Census Bureau"
"Loyal White Knights of the Ku Klux Klan",,Texas,,"Ku Klux Klan",,Yes,2018,31.434703,-99.281824,1,state,,,,TX,,,US,"US Census Bureau"
"Loyal White Knights of the Ku Klux Klan",,Virginia,,"Ku Klux Klan",,Yes,2018,37.522251,-78.668194,1,state,,,,VA,,,US,"US Census Bureau"
"Mississippi White Knights of the Ku Klux Klan",Bruce,Mississippi,,"Ku Klux Klan",Yes,,2018,34.034636,-89.342661,1,place,,,Bruce,MS,"Calhoun County",38915,US,"TIGER/Line® dataset from the US Census Bureau"
"Noble Klans of America",,Maryland,,"Ku Klux Klan",Yes,Yes,2018,38.946658,-76.674494,1,state,,,,MD,,,US,"US Census Bureau"
"Noble Klans of America",,"New Jersey",,"Ku Klux Klan",,Yes,2018,40.107274,-74.665201,1,state,,,,NJ,,,US,"US Census Bureau"
"Nordic Order Knights of the Ku Klux Klan",,Alabama,,"Ku Klux Klan",,Yes,2018,32.739632,-86.843459,1,state,,,,AL,,,US,"US Census Bureau"
"Nordic Order Knights of the Ku Klux Klan","Dawson Springs",Kentucky,,"Ku Klux Klan",,,2018,37.220571,-87.624098,1,place,,,"Dawson Springs",KY,"Hopkins County",42408,US,"TIGER/Line® dataset from the US Census Bureau"
"Original Knights of America, Knights of the Ku Klux Klan",Philadelphia,Mississippi,,"Ku Klux Klan",Yes,,2018,32.754387,-89.116797,1,place,,,Philadelphia,MS,"Neshoba County",39350,US,"TIGER/Line® dataset from the US Census Bureau"
"Pacific Coast Knights of the Ku Klux Klan",Alpena,Michigan,,"Ku Klux Klan",,,2018,45.033143,-83.495091,1,place,,,Alpena,MI,"Alpena County",49707,US,"TIGER/Line® dataset from the US Census Bureau"
"Pacific Coast Knights of the Ku Klux Klan",,Oregon,,"Ku Klux Klan",,Yes,2018,43.971713,-120.622958,1,state,,,,OR,,,US,"US Census Bureau"
"Pacific Coast Knights of the Ku Klux Klan",,California,,"Ku Klux Klan",Yes,Yes,2018,37.155177,-119.543418,1,state,,,,CA,,,US,"US Census Bureau"
"Pacific Coast Knights of the Ku Klux Klan",,Washington,,"Ku Klux Klan",,Yes,2018,47.407324,-120.5758,1,state,,,,WA,,,US,"US Census Bureau"
"Patriotic Brigade Knights of the Ku Klux Klan",,"South Carolina",,"Ku Klux Klan",,Yes,2018,33.874177,-80.85427,1,state,,,,SC,,,US,"US Census Bureau"
"Patriotic Brigade Knights of the Ku Klux Klan",Gladewater,Texas,,"Ku Klux Klan",Yes,,2018,32.477189,-94.9327,1,place,,,Gladewater,TX,"Gregg County",75647,US,"TIGER/Line® dataset from the US Census Bureau"
"Rebel Brigade Knights True Invisible Empire",Martinsville,Virginia,,"Ku Klux Klan",Yes,,2018,36.681298,-79.86626,1,place,,,Martinsville,VA,"Martinsville city",24112,US,"TIGER/Line® dataset from the US Census Bureau"
"Teutonic Knights of the Ku Klux Klan",Shelbyville,Tennessee,,"Ku Klux Klan",Yes,,2018,35.486335,-86.462357,1,place,,,Shelbyville,TN,"Bedford County",37160,US,"TIGER/Line® dataset from the US Census Bureau"
"Texas Rebel Knights of the Ku Klux Klan",Quinlan,Texas,,"Ku Klux Klan",Yes,,2018,32.934537,-96.121946,1,place,,,Quinlan,TX,"Hunt County",75474,US,"TIGER/Line® dataset from the US Census Bureau"
"Traditionalist American Knights of the Ku Klux Klan",,Florida,,"Ku Klux Klan",,Yes,2018,28.45743,-82.409148,1,state,,,,FL,,,US,"US Census Bureau"
"Traditionalist American Knights of the Ku Klux Klan",Custer,"South Dakota",,"Ku Klux Klan",Yes,,2018,43.657304,-103.425807,1,place,,,Custer,SD,"Custer County",57730,US,"TIGER/Line® dataset from the US Census Bureau"
"United Dixie White Knights of the Ku Klux Klan",,Mississippi,,"Ku Klux Klan",Yes,Yes,2018,32.686471,-89.656138,1,state,,,,MS,,,US,"US Census Bureau"
"United Klans of America",,Alabama,,"Ku Klux Klan",,Yes,2018,32.739632,-86.843459,1,state,,,,AL,,,US,"US Census Bureau"
"United Klans of America",McMinnville,Tennessee,,"Ku Klux Klan",,,2018,35.730626,-85.931376,0.8,place,,,"Mc Minnville",TN,"Warren County",37110,US,"TIGER/Line® dataset from the US Census Bureau"
"United Northern and Southern Knights of the Ku Klux Klan",Ellijay,Georgia,,"Ku Klux Klan",Yes,,2018,34.69481,-84.48215,1,place,,,Ellijay,GA,"Gilmer County",30540,US,"TIGER/Line® dataset from the US Census Bureau"
"United White Knights of the Ku Klux Klan","New Boston",Texas,,"Ku Klux Klan",Yes,,2018,33.45984,-94.41548,1,place,,,"New Boston",TX,"Bowie County",75570,US,"TIGER/Line® dataset from the US Census Bureau"
"White Knights of Texas",DeKalb,Texas,,"Ku Klux Klan",Yes,,2018,33.506028,-94.589575,1,place,,,"De Kalb",TX,"Bowie County",75559,US,"TIGER/Line® dataset from the US Census Bureau"
"A Voice For Men",Houston,Texas,,"Male Supremacy",,,2018,29.813142,-95.309789,1,place,,,Houston,TX,"Harris County",77001,US,"TIGER/Line® dataset from the US Census Bureau"
"Return of Kings",Washington,"District of Columbia",,"Male Supremacy",,,2018,38.911936,-77.016719,1,place,,,Washington,DC,"District of Columbia",20001,US,"TIGER/Line® dataset from the US Census Bureau"
"Dixie Republic","Travelers Rest","South Carolina",,Neo-Confederate,,,2018,35.071632,-82.374186,1,place,,,"Travelers Rest",SC,"Greenville County",29690,US,"TIGER/Line® dataset from the US Census Bureau"
"Identity Dixie",,Florida,,Neo-Confederate,,Yes,2018,28.45743,-82.409148,1,state,,,,FL,,,US,"US Census Bureau"
"Identity Dixie",,Georgia,,Neo-Confederate,,Yes,2018,32.629579,-83.423511,1,state,,,,GA,,,US,"US Census Bureau"
"Identity Dixie",,Louisiana,,Neo-Confederate,,Yes,2018,30.863437,-91.798717,1,state,,,,LA,,,US,"US Census Bureau"
"Identity Dixie",,"North Carolina",,Neo-Confederate,,Yes,2018,35.53971,-79.130864,1,state,,,,NC,,,US,"US Census Bureau"
"Identity Dixie",,Tennessee,,Neo-Confederate,,Yes,2018,35.858564,-86.349357,1,state,,,,TN,,,US,"US Census Bureau"
"Identity Dixie",,Texas,,Neo-Confederate,,Yes,2018,31.434703,-99.281824,1,state,,,,TX,,,US,"US Census Bureau"
"Identity Dixie",Statewide,Virginia,,Neo-Confederate,,,2018,0,0,0,,,,,,,,,
"League of the South",Killen,Alabama,"League of the South",Neo-Confederate,Yes,,2018,34.907715,-87.50135,1,place,,,Killen,AL,"Lauderdale County",35645,US,"TIGER/Line® dataset from the US Census Bureau"
"League of the South",Wetumpka,Alabama,"League of the South",Neo-Confederate,,,2018,32.592659,-86.215304,1,place,,,Wetumpka,AL,"Elmore County",36092,US,"TIGER/Line® dataset from the US Census Bureau"
"League of the South",Dothan,Alabama,"League of the South",Neo-Confederate,,,2018,31.148124,-85.371845,1,place,,,Dothan,AL,"Houston County",36301,US,"TIGER/Line® dataset from the US Census Bureau"
"League of the South",Northport,Alabama,"League of the South",Neo-Confederate,,,2018,33.270519,-87.581612,1,place,,,Northport,AL,"Tuscaloosa County",35473,US,"TIGER/Line® dataset from the US Census Bureau"
"League of the South",Weogufka,Alabama,"League of the South",Neo-Confederate,,,2018,33.06767,-86.303403,1,place,,,Weogufka,AL,"Coosa County",35183,US,"TIGER/Line® dataset from the US Census Bureau"
"League of the South",Harrison,Arkansas,"League of the South",Neo-Confederate,,,2018,36.295086,-93.092861,1,place,,,Harrison,AR,"Boone County",72601,US,"TIGER/Line® dataset from the US Census Bureau"
"League of the South","Lake City",Florida,"League of the South",Neo-Confederate,,,2018,30.105451,-82.68778,1,place,,,"Lake City",FL,"Columbia County",32024,US,"TIGER/Line® dataset from the US Census Bureau"
"League of the South",Hialeah,Florida,"League of the South",Neo-Confederate,,,2018,25.558428,-80.458168,1,place,,,Hialeah,FL,"Miami-Dade County",33002,US,"TIGER/Line® dataset from the US Census Bureau"
"League of the South","Panama City",Florida,"League of the South",Neo-Confederate,,,2018,30.159737,-85.660922,1,place,,,"Panama City",FL,"Bay County",32401,US,"TIGER/Line® dataset from the US Census Bureau"
"League of the South",Ocala,Florida,"League of the South",Neo-Confederate,,,2018,29.198907,-82.087425,1,place,,,Ocala,FL,"Marion County",34470,US,"TIGER/Line® dataset from the US Census Bureau"
"League of the South",Jacksonville,Florida,"League of the South",Neo-Confederate,,,2018,30.337538,-81.768622,1,place,,,Jacksonville,FL,"Duval County",32099,US,"TIGER/Line® dataset from the US Census Bureau"
"League of the South",,Florida,"League of the South",Neo-Confederate,,Yes,2018,28.45743,-82.409148,1,state,,,,FL,,,US,"US Census Bureau"
"League of the South","Powder Springs",Georgia,"League of the South",Neo-Confederate,,,2018,33.91351,-84.685885,1,place,,,"Powder Springs",GA,"Cobb County",30127,US,"TIGER/Line® dataset from the US Census Bureau"
"League of the South",Cartersville,Georgia,"League of the South",Neo-Confederate,,,2018,34.200787,-84.847108,1,place,,,Cartersville,GA,"Bartow County",30120,US,"TIGER/Line® dataset from the US Census Bureau"
"League of the South",Taylorsville,Kentucky,"League of the South",Neo-Confederate,,,2018,38.032735,-85.366055,1,place,,,Taylorsville,KY,"Spencer County",40071,US,"TIGER/Line® dataset from the US Census Bureau"
"League of the South",Gonzales,Louisiana,"League of the South",Neo-Confederate,,,2018,30.204707,-90.869481,1,place,,,Gonzales,LA,"Ascension Parish",70707,US,"TIGER/Line® dataset from the US Census Bureau"
"League of the South",Jackson,Mississippi,"League of the South",Neo-Confederate,,,2018,32.289656,-90.184201,1,place,,,Jackson,MS,"Hinds County",39201,US,"TIGER/Line® dataset from the US Census Bureau"
"League of the South","Holly Springs",Mississippi,"League of the South",Neo-Confederate,,,2018,34.74504,-89.484963,1,place,,,"Holly Springs",MS,"Marshall County",38634,US,"TIGER/Line® dataset from the US Census Bureau"
"League of the South",Columbia,"South Carolina","League of the South",Neo-Confederate,,,2018,33.987454,-81.024864,1,place,,,Columbia,SC,"Richland County",29201,US,"TIGER/Line® dataset from the US Census Bureau"
"League of the South",Memphis,Tennessee,"League of the South",Neo-Confederate,,,2018,35.169255,-89.990415,1,place,,,Memphis,TN,"Shelby County",37501,US,"TIGER/Line® dataset from the US Census Bureau"
"League of the South",Gallatin,Tennessee,"League of the South",Neo-Confederate,,,2018,36.401201,-86.449479,1,place,,,Gallatin,TN,"Sumner County",37066,US,"TIGER/Line® dataset from the US Census Bureau"
"League of the South","Johnson City",Tennessee,"League of the South",Neo-Confederate,,,2018,36.330485,-82.317625,1,place,,,"Johnson City",TN,"Washington County",37601,US,"TIGER/Line® dataset from the US Census Bureau"
"League of the South",Knoxville,Tennessee,"League of the South",Neo-Confederate,,,2018,36.032334,-83.884804,1,place,,,Knoxville,TN,"Knox County",37901,US,"TIGER/Line® dataset from the US Census Bureau"
"League of the South","San Antonio",Texas,"League of the South",Neo-Confederate,,,2018,29.468413,-98.528889,1,place,,,"San Antonio",TX,"Bexar County",78201,US,"TIGER/Line® dataset from the US Census Bureau"
"League of the South",Pointblank,Texas,"League of the South",Neo-Confederate,,,2018,30.755812,-95.218676,1,place,,,Pointblank,TX,"San Jacinto County",77364,US,"TIGER/Line® dataset from the US Census Bureau"
"League of the South",Danville,Virginia,"League of the South",Neo-Confederate,,,2018,36.603501,-79.376228,1,place,,,Danville,VA,"Danville city",24540,US,"TIGER/Line® dataset from the US Census Bureau"
"Southern Revivalist",,"North Carolina",,Neo-Confederate,,Yes,2018,35.53971,-79.130864,1,state,,,,NC,,,US,"US Census Bureau"
"Wildman's Civil War Surplus and Herb Shop",Kennesaw,Georgia,,Neo-Confederate,Yes,,2018,34.03384,-84.597433,1,place,,,Kennesaw,GA,"Cobb County",30144,US,"TIGER/Line® dataset from the US Census Bureau"
"America First Committee",Lyons,Illinois,,Neo-Nazi,,,2018,41.81337,-87.81811,1,place,,,Lyons,IL,"Cook County",60534,US,"TIGER/Line® dataset from the US Census Bureau"
"American Nazi Party",,California,,Neo-Nazi,,Yes,2018,37.155177,-119.543418,1,state,,,,CA,,,US,"US Census Bureau"
"American Nazi Party",Westland,Michigan,,Neo-Nazi,Yes,,2018,42.333901,-83.384209,1,place,,,Westland,MI,"Wayne County",48185,US,"TIGER/Line® dataset from the US Census Bureau"
"Aryan Nations Sadistic Souls MC",Canton,Illinois,"Aryan Nations",Neo-Nazi,,,2018,40.55809,-90.03512,1,place,,,Canton,IL,"Fulton County",61520,US,"TIGER/Line® dataset from the US Census Bureau"
"Aryan Nations Sadistic Souls MC","Wood River",Illinois,"Aryan Nations",Neo-Nazi,Yes,,2018,38.861597,-90.085657,1,place,,,"Wood River",IL,"Madison County",62095,US,"TIGER/Line® dataset from the US Census Bureau"
"Aryan Nations Sadistic Souls MC",Grovespring,Missouri,"Aryan Nations",Neo-Nazi,,,2018,37.396509,-92.581914,1,place,,,Grovespring,MO,"Wright County",65662,US,"TIGER/Line® dataset from the US Census Bureau"
"Aryan Nations Sadistic Souls MC",,Ohio,"Aryan Nations",Neo-Nazi,,Yes,2018,40.41493,-82.711998,1,state,,,,OH,,,US,"US Census Bureau"
"Aryan Nations Sadistic Souls MC",,Oklahoma,"Aryan Nations",Neo-Nazi,,Yes,2018,35.590051,-97.486815,1,state,,,,OK,,,US,"US Census Bureau"
"Aryan Nations Sadistic Souls MC",,Wisconsin,"Aryan Nations",Neo-Nazi,,Yes,2018,44.630907,-89.709392,1,state,,,,WI,,,US,"US Census Bureau"
"Atomwaffen Division",,Alabama,,Neo-Nazi,,Yes,2018,32.739632,-86.843459,1,state,,,,AL,,,US,"US Census Bureau"
"Atomwaffen Division",,Arizona,,Neo-Nazi,,Yes,2018,34.203936,-111.606357,1,state,,,,AZ,,,US,"US Census Bureau"
"Atomwaffen Division",,Arkansas,,Neo-Nazi,,Yes,2018,34.895526,-92.444626,1,state,,,,AR,,,US,"US Census Bureau"
"Atomwaffen Division",,California,,Neo-Nazi,,Yes,2018,37.155177,-119.543418,1,state,,,,CA,,,US,"US Census Bureau"
"Atomwaffen Division",,Colorado,,Neo-Nazi,,Yes,2018,38.993867,-105.508319,1,state,,,,CO,,,US,"US Census Bureau"
"Atomwaffen Division",,Florida,,Neo-Nazi,,Yes,2018,28.45743,-82.409148,1,state,,,,FL,,,US,"US Census Bureau"
"Atomwaffen Division",,Georgia,,Neo-Nazi,,Yes,2018,32.629579,-83.423511,1,state,,,,GA,,,US,"US Census Bureau"
"Atomwaffen Division",,Illinois,,Neo-Nazi,,Yes,2018,40.102875,-89.152611,1,state,,,,IL,,,US,"US Census Bureau"
"Atomwaffen Division",,Kentucky,,Neo-Nazi,,Yes,2018,37.533684,-85.29298,1,state,,,,KY,,,US,"US Census Bureau"
"Atomwaffen Division",,Maine,,Neo-Nazi,,Yes,2018,45.409279,-68.666598,1,state,,,,ME,,,US,"US Census Bureau"
"Atomwaffen Division",,Maryland,,Neo-Nazi,,Yes,2018,38.946658,-76.674494,1,state,,,,MD,,,US,"US Census Bureau"
"Atomwaffen Division",,Massachusetts,,Neo-Nazi,,Yes,2018,42.15652,-71.489592,1,state,,,,MA,,,US,"US Census Bureau"
