,state,city,race,religion,sexual orientation,disability,gender,gender identity,population,percent per pop
357,Delaware,Newark,1.0,0.0,0.0,0.0,0.0,0.0,34207.0,0.0029233782559125324
358,Delaware,Seaford,1.0,0.0,0.0,0.0,0.0,0.0,7876.0,0.012696800406297611
359,Delaware,Wilmington,1.0,0.0,0.0,0.0,0.0,0.0,71157.0,0.0014053431145214105
361,Delaware,Delaware State University,1.0,0.0,0.0,0.0,0.0,0.0,5162.0,0.019372336303758234
362,Delaware,University of Delaware,3.0,0.0,0.0,0.0,0.0,0.0,24855.0,0.012070006035003017
371,District of Columbia,Washington,88.0,12.0,60.0,0.0,1.0,33.0,702455.0,0.027617427450868738
376,Florida,Boca Raton,1.0,1.0,0.0,0.0,0.0,0.0,100162.0,0.001996765240310697
377,Florida,Cape Coral,1.0,0.0,0.0,0.0,0.0,0.0,187869.0,0.0005322857948889918
378,Florida,Coral Gables,0.0,1.0,0.0,0.0,0.0,0.0,51716.0,0.0019336375589759454
379,Florida,Davie,2.0,1.0,0.0,0.0,0.0,0.0,107120.0,0.0028005974607916355
380,Florida,Deerfield Beach,0.0,1.0,1.0,0.0,0.0,0.0,81371.0,0.0024578781138243355
381,Florida,Fort Lauderdale,3.0,0.0,2.0,0.0,0.0,0.0,182150.0,0.0027449903925336264
382,Florida,Fort Myers,0.0,0.0,1.0,0.0,0.0,0.0,82805.0,0.001207656542479319
383,Florida,Gainesville,1.0,2.0,0.0,0.0,0.0,0.0,133400.0,0.002248875562218891
384,Florida,Groveland,1.0,0.0,0.0,0.0,0.0,0.0,14342.0,0.006972528238739367
385,Florida,Jacksonville,4.0,0.0,0.0,0.0,0.0,0.0,903213.0,0.00044286342202780516
386,Florida,Key West,0.0,0.0,1.0,0.0,0.0,0.0,25286.0,0.003954757573360753
387,Florida,Largo,1.0,0.0,0.0,0.0,0.0,0.0,85568.0,0.001168661181750187
388,Florida,Lauderdale Lakes,3.0,0.0,0.0,0.0,0.0,0.0,36575.0,0.008202323991797676
389,Florida,Miami,3.0,1.0,4.0,0.0,0.0,2.0,473047.0,0.0021139548501523104
390,Florida,Miami Beach,1.0,11.0,7.0,0.0,0.0,1.0,92928.0,0.021522038567493115
391,Florida,Minneola,1.0,0.0,0.0,0.0,0.0,0.0,11859.0,0.008432414200185513
392,Florida,North Miami,0.0,0.0,1.0,0.0,0.0,0.0,62585.0,0.0015978269553407365
393,Florida,Ocala,1.0,0.0,0.0,0.0,0.0,0.0,59505.0,0.0016805310478111082
394,Florida,Orlando,2.0,0.0,2.0,0.0,0.0,0.0,286679.0,0.0013952888073420096
395,Florida,Palm Bay,6.0,0.0,0.0,0.0,0.0,0.0,112902.0,0.0053143434128713396
396,Florida,Parkland,0.0,1.0,0.0,0.0,0.0,0.0,33760.0,0.0029620853080568723
397,Florida,Pembroke Pines,0.0,1.0,0.0,0.0,0.0,0.0,173053.0,0.0005778576505463645
398,Florida,Pompano Beach,0.0,0.0,2.0,0.0,0.0,1.0,112045.0,0.0026774956490695704
399,Florida,Port St. Lucie,1.0,0.0,2.0,0.0,0.0,0.0,193137.0,0.0015533015424284316
400,Florida,Sebastian,0.0,0.0,1.0,0.0,0.0,0.0,25672.0,0.00389529448426301
401,Florida,Sunrise,2.0,0.0,0.0,0.0,0.0,0.0,95812.0,0.0020874211998497057
402,Florida,Tallahassee,1.0,0.0,0.0,0.0,0.0,0.0,192443.0,0.0005196343852465406
403,Florida,Tampa,1.0,1.0,0.0,0.0,0.0,0.0,392945.0,0.0005089770833068241
404,Florida,Temple Terrace,2.0,0.0,0.0,0.0,0.0,0.0,26777.0,0.007469096612764686
405,Florida,Weston,0.0,1.0,0.0,0.0,0.0,0.0,71744.0,0.0013938447814451384
406,Florida,West Palm Beach,1.0,0.0,1.0,0.0,0.0,0.0,111659.0,0.0017911677518157962
407,Florida,Wilton Manors,0.0,0.0,1.0,0.0,0.0,0.0,12941.0,0.007727378100610463
409,Florida,Pensacola State College,3.0,0.0,0.0,0.0,0.0,0.0,13602.0,0.022055580061755623
434,Georgia,Atlanta,1.0,1.0,0.0,0.0,0.0,0.0,461405.0,0.0004334586751335594
435,Georgia,Columbus,4.0,1.0,1.0,0.0,0.0,0.0,194135.0,0.0030906328070672466
436,Georgia,Conyers,1.0,0.0,0.0,0.0,0.0,0.0,16128.0,0.006200396825396825
437,Georgia,Woodstock,2.0,0.0,0.0,0.0,0.0,0.0,32850.0,0.0060882800608828
439,Georgia,University of Georgia,1.0,0.0,0.0,0.0,0.0,0.0,40462.0,0.0024714546982353815
447,Hawaii,Honolulu,33.0,1.0,10.0,0.0,0.0,0.0,982019.0,0.004480565039983951
450,Idaho,Boise,3.0,1.0,0.0,0.0,0.0,0.0,229265.0,0.001744705908010381
451,Idaho,Chubbuck,1.0,0.0,0.0,0.0,0.0,0.0,14998.0,0.006667555674089879
452,Idaho,Coeur d'Alene,2.0,0.0,1.0,0.0,0.0,0.0,51650.0,0.005808325266214908
453,Idaho,Filer,1.0,0.0,0.0,0.0,0.0,0.0,2813.0,0.03554923569143263
454,Idaho,Idaho Falls,1.0,1.0,0.0,0.0,0.0,0.0,61643.0,0.003244488425287543
455,Idaho,Jerome,1.0,0.0,0.0,0.0,0.0,0.0,11738.0,0.008519338899301414
456,Idaho,Ketchum,1.0,0.0,0.0,0.0,0.0,0.0,2771.0,0.03608805485384337
457,Idaho,Lewiston,2.0,0.0,0.0,0.0,0.0,0.0,32949.0,0.006069986949528059
458,Idaho,Meridian,0.0,0.0,1.0,0.0,0.0,0.0,103774.0,0.0009636325091063272
459,Idaho,Nampa,2.0,0.0,0.0,0.0,0.0,0.0,95386.0,0.0020967437569454636
460,Idaho,Pocatello,0.0,1.0,0.0,0.0,0.0,0.0,55304.0,0.001808187472877188
461,Idaho,Twin Falls,0.0,3.0,0.0,0.0,0.0,0.0,49908.0,0.0060110603510459245
466,Illinois,Addison,1.0,0.0,0.0,0.0,0.0,0.0,36791.0,0.002718056046315675
467,Illinois,Aurora,1.0,0.0,0.0,0.0,0.0,0.0,133546.0,0.0007488056549803065
468,Illinois,Bartlett,1.0,0.0,0.0,0.0,0.0,0.0,24369.0,0.004103574213139644
469,Illinois,Calumet City,1.0,0.0,0.0,0.0,0.0,0.0,36560.0,0.002735229759299781
470,Illinois,Champaign,0.0,0.0,1.0,0.0,0.0,0.0,88326.0,0.0011321694631252406
471,Illinois,Chicago,36.0,10.0,13.0,0.0,0.0,3.0,2719151.0,0.0022801234650080115
472,Illinois,Crete,1.0,0.0,0.0,0.0,0.0,0.0,8147.0,0.012274456855284154
473,Illinois,DeKalb,3.0,0.0,0.0,0.0,0.0,0.0,43064.0,0.0069663756269738066
474,Illinois,East Peoria,1.0,0.0,0.0,0.0,0.0,0.0,22640.0,0.00441696113074205
475,Illinois,Elgin,0.0,1.0,1.0,0.0,0.0,0.0,87989.0,0.0022730113991521667
476,Illinois,Evanston,0.0,0.0,1.0,0.0,0.0,0.0,74780.0,0.001337255950788981
477,Illinois,Galesburg,2.0,0.0,0.0,0.0,0.0,0.0,30573.0,0.006541719818140189
478,Illinois,Harwood Heights,1.0,0.0,0.0,0.0,0.0,0.0,8490.0,0.011778563015312132
479,Illinois,Herscher,1.0,0.0,0.0,0.0,0.0,0.0,1515.0,0.066006600660066
480,Illinois,Joliet,0.0,3.0,0.0,0.0,0.0,0.0,137970.0,0.0021743857360295715
481,Illinois,Marengo,0.0,0.0,1.0,0.0,0.0,0.0,7470.0,0.013386880856760375
482,Illinois,Normal,2.0,0.0,0.0,0.0,0.0,0.0,54525.0,0.0036680421824850985
483,Illinois,Orland Park,0.0,4.0,0.0,0.0,0.0,0.0,58873.0,0.0067942860054694
484,Illinois,Peoria,1.0,0.0,0.0,0.0,0.0,1.0,112595.0,0.0017762778098494606
485,Illinois,Plainfield,1.0,0.0,0.0,0.0,0.0,1.0,42281.0,0.004730257089472813
486,Illinois,Quincy,1.0,0.0,0.0,0.0,0.0,0.0,40249.0,0.0024845337772367014
487,Illinois,Rockford,3.0,0.0,2.0,0.0,0.0,0.0,146196.0,0.0034200662124818735
488,Illinois,Rolling Meadows,0.0,1.0,0.0,0.0,0.0,0.0,23970.0,0.004171881518564873
489,Illinois,Romeoville,1.0,0.0,0.0,0.0,0.0,0.0,39625.0,0.0025236593059936906
490,Illinois,Skokie,0.0,1.0,0.0,0.0,0.0,0.0,63849.0,0.0015661952418988554
491,Illinois,Watseka,0.0,0.0,0.0,0.0,0.0,1.0,4868.0,0.020542317173377157
492,Illinois,Willow Springs,1.0,0.0,0.0,0.0,0.0,0.0,5639.0,0.017733640716439084
494,Illinois,Western Illinois University,0.0,0.0,1.0,0.0,0.0,0.0,11951.0,0.008367500627562547
502,Indiana,Bloomington,6.0,1.0,0.0,0.0,0.0,0.0,85730.0,0.00816516971888487
503,Indiana,Columbus,2.0,0.0,0.0,0.0,0.0,0.0,47595.0,0.004202122071646181
504,Indiana,Fort Wayne,0.0,1.0,0.0,0.0,0.0,0.0,267634.0,0.00037364460419827075
505,Indiana,Greenfield,1.0,0.0,0.0,0.0,0.0,0.0,22292.0,0.004485914229319936
506,Indiana,Hammond,4.0,0.0,0.0,0.0,0.0,0.0,76050.0,0.005259697567389875
507,Indiana,Indianapolis,22.0,5.0,5.0,0.0,2.0,0.0,877584.0,0.003874273004065708
508,Indiana,Jasper,0.0,1.0,0.0,0.0,0.0,0.0,15583.0,0.006417249566835655
509,Indiana,Lafayette,5.0,0.0,0.0,0.0,0.0,0.0,72904.0,0.0068583342477778995
510,Indiana,Lawrence,3.0,0.0,1.0,0.0,0.0,1.0,49093.0,0.010184751390218565
511,Indiana,Plainfield,2.0,0.0,0.0,0.0,0.0,0.0,33668.0,0.005940358797671379
512,Indiana,South Bend,18.0,2.0,3.0,1.0,0.0,0.0,102397.0,0.02343818666562497
513,Indiana,Terre Haute,6.0,3.0,1.0,0.0,0.0,0.0,60773.0,0.016454675596070622
515,Indiana,"Indiana University, Bloomington",1.0,1.0,0.0,0.0,0.0,1.0,53254.0,0.005633379652232696
516,Indiana,Purdue University,1.0,0.0,1.0,0.0,0.0,0.0,44190.0,0.004525910839556461
532,Iowa,Des Moines,0.0,1.0,0.0,0.0,0.0,0.0,219159.0,0.00045628972572424586
533,Iowa,Dubuque,1.0,0.0,0.0,0.0,0.0,0.0,58362.0,0.0017134436791062678
534,Iowa,Grinnell,1.0,0.0,0.0,0.0,0.0,0.0,9000.0,0.011111111111111112
535,Iowa,Le Mars,0.0,0.0,0.0,1.0,0.0,0.0,9989.0,0.010011012113324657
536,Iowa,Mount Vernon,0.0,0.0,1.0,0.0,0.0,0.0,4426.0,0.022593764121102578
537,Iowa,Pella,0.0,0.0,1.0,0.0,0.0,0.0,10208.0,0.009796238244514106
538,Iowa,Pleasant Hill,0.0,0.0,0.0,1.0,0.0,0.0,10030.0,0.009970089730807577
540,Iowa,University of Iowa,1.0,0.0,0.0,0.0,0.0,0.0,35671.0,0.0028033977180342575
545,Kansas,Bel Aire,0.0,1.0,0.0,0.0,0.0,0.0,8092.0,0.012357884330202669
546,Kansas,Burlington,0.0,0.0,1.0,0.0,0.0,0.0,2537.0,0.039416633819471816
547,Kansas,Chanute,1.0,0.0,0.0,0.0,0.0,0.0,9046.0,0.011054609772275039
548,Kansas,Dodge City,1.0,1.0,0.0,0.0,0.0,0.0,27756.0,0.007205649228995533
549,Kansas,Garden City,0.0,0.0,0.0,1.0,0.0,0.0,26902.0,0.0037171957475280646
550,Kansas,Goodland,0.0,1.0,0.0,0.0,0.0,0.0,4400.0,0.022727272727272728
551,Kansas,Great Bend,1.0,0.0,1.0,0.0,0.0,0.0,15251.0,0.013113894170874042
552,Kansas,Hutchinson,4.0,0.0,0.0,1.0,0.0,0.0,40573.0,0.012323466344613414
553,Kansas,Iola,1.0,0.0,0.0,0.0,0.0,0.0,5306.0,0.018846588767433094
554,Kansas,Liberal,2.0,1.0,2.0,1.0,0.0,0.0,19725.0,0.030418250950570342
555,Kansas,Olathe,1.0,0.0,0.0,0.0,0.0,0.0,139154.0,0.0007186282823346795
556,Kansas,Ottawa,1.0,0.0,1.0,0.0,0.0,0.0,12300.0,0.016260162601626015
557,Kansas,Overland Park,1.0,1.0,0.0,0.0,0.0,0.0,193877.0,0.0010315818792327094
558,Kansas,Pittsburg,0.0,1.0,0.0,0.0,0.0,0.0,20210.0,0.004948045522018802
559,Kansas,Salina,2.0,0.0,1.0,1.0,0.0,0.0,46862.0,0.008535700567624089
560,Kansas,Shawnee,1.0,0.0,0.0,0.0,0.0,0.0,65983.0,0.0015155418819999091
561,Kansas,St. Marys,0.0,1.0,0.0,0.0,0.0,0.0,2646.0,0.03779289493575208
562,Kansas,Topeka,2.0,1.0,0.0,0.0,0.0,0.0,126399.0,0.002373436498706477
563,Kansas,Valley Center,0.0,0.0,0.0,2.0,0.0,0.0,7370.0,0.027137042062415198
564,Kansas,Wellington,0.0,3.0,0.0,0.0,0.0,0.0,7775.0,0.03858520900321543
565,Kansas,Wichita,1.0,2.0,0.0,0.0,0.0,0.0,391726.0,0.000765841429979118
566,Kansas,Winfield,0.0,3.0,0.0,0.0,0.0,0.0,12072.0,0.024850894632206758
568,Kansas,Kansas State University,1.0,0.0,0.0,0.0,0.0,0.0,25775.0,0.003879728419010669
570,Kansas,Main Campus,0.0,0.0,1.0,0.0,0.0,0.0,31201.0,0.0032050254799525658
591,Kentucky,Ashland,2.0,0.0,1.0,0.0,0.0,0.0,20525.0,0.0146163215590743
592,Kentucky,Berea,1.0,0.0,0.0,0.0,0.0,0.0,15893.0,0.006292078273453722
593,Kentucky,Bowling Green,8.0,2.0,0.0,0.0,2.0,0.0,68268.0,0.017577781683951483
594,Kentucky,Cadiz,0.0,0.0,0.0,0.0,1.0,0.0,2637.0,0.037921880925293895
595,Kentucky,Calvert City,1.0,0.0,0.0,0.0,0.0,0.0,2513.0,0.03979307600477517
596,Kentucky,Campbellsville,2.0,0.0,0.0,0.0,0.0,0.0,11503.0,0.01738676866904286
597,Kentucky,Columbia,1.0,0.0,0.0,0.0,0.0,0.0,4927.0,0.02029632636492795
598,Kentucky,Corbin,1.0,0.0,0.0,0.0,0.0,0.0,5517.0,0.018125793003443903
599,Kentucky,Covington,4.0,1.0,1.0,0.0,0.0,1.0,40448.0,0.017306170886075948
600,Kentucky,Cynthiana,1.0,0.0,0.0,1.0,0.0,0.0,6362.0,0.03143665513989311
601,Kentucky,Danville,2.0,0.0,0.0,0.0,0.0,0.0,16801.0,0.011904053330158919
602,Kentucky,Dawson Springs,2.0,0.0,0.0,0.0,0.0,0.0,2665.0,0.075046904315197
603,Kentucky,Elizabethtown,1.0,0.0,0.0,0.0,0.0,0.0,30180.0,0.0033134526176275677
604,Kentucky,Erlanger,1.0,0.0,0.0,0.0,0.0,0.0,22993.0,0.0043491497412255905
605,Kentucky,Falmouth,0.0,0.0,1.0,0.0,0.0,0.0,2100.0,0.047619047619047616
606,Kentucky,Florence,4.0,0.0,0.0,0.0,0.0,0.0,32701.0,0.012232041833583071
607,Kentucky,Fort Mitchell,1.0,0.0,0.0,0.0,0.0,0.0,8260.0,0.012106537530266344
608,Kentucky,Fort Thomas,1.0,0.0,0.0,0.0,0.0,0.0,16274.0,0.006144770800049158
609,Kentucky,Frankfort,6.0,0.0,0.0,0.0,0.0,0.0,27664.0,0.021688837478311164
610,Kentucky,Fulton,1.0,0.0,0.0,0.0,0.0,0.0,2175.0,0.04597701149425287
611,Kentucky,Georgetown,7.0,0.0,0.0,0.0,0.0,0.0,34351.0,0.02037786381764723
612,Kentucky,Glasgow,2.0,0.0,0.0,0.0,0.0,0.0,14411.0,0.013878287419332455
613,Kentucky,Henderson,2.0,0.0,0.0,0.0,0.0,0.0,28618.0,0.006988608568034104
614,Kentucky,Highland Heights,1.0,0.0,0.0,0.0,0.0,0.0,7112.0,0.014060742407199102
615,Kentucky,Hopkinsville,2.0,0.0,1.0,0.0,0.0,0.0,30606.0,0.009801999607920015
616,Kentucky,Independence,1.0,0.0,0.0,0.0,0.0,0.0,28052.0,0.003564808213318123
617,Kentucky,Jeffersontown,3.0,0.0,0.0,0.0,0.0,0.0,27443.0,0.010931749444302738
618,Kentucky,La Grange,1.0,0.0,0.0,0.0,1.0,0.0,8995.0,0.022234574763757644
619,Kentucky,Lancaster,1.0,0.0,0.0,0.0,0.0,0.0,3866.0,0.02586652871184687
620,Kentucky,Lawrenceburg,1.0,0.0,0.0,0.0,0.0,0.0,11378.0,0.008788890841975741
621,Kentucky,Lebanon,1.0,0.0,0.0,0.0,0.0,0.0,5668.0,0.017642907551164433
622,Kentucky,Lexington,23.0,3.0,7.0,1.0,1.0,0.0,325579.0,0.01075007908986759
623,Kentucky,London,1.0,0.0,1.0,0.0,0.0,0.0,8008.0,0.024975024975024976
624,Kentucky,Louisville Metro,9.0,0.0,2.0,1.0,0.0,1.0,682005.0,0.0019061443831056958
625,Kentucky,Mount Washington,1.0,0.0,0.0,0.0,0.0,0.0,14704.0,0.006800870511425462
626,Kentucky,Murray,0.0,1.0,0.0,0.0,0.0,0.0,19402.0,0.005154107823935676
627,Kentucky,Newport,1.0,0.0,0.0,0.0,0.0,0.0,14972.0,0.00667913438418381
628,Kentucky,Nicholasville,4.0,0.0,1.0,0.0,0.0,0.0,30922.0,0.016169717353340666
629,Kentucky,Oak Grove,1.0,0.0,2.0,0.0,0.0,0.0,7232.0,0.041482300884955754
630,Kentucky,Owensboro,4.0,0.0,0.0,0.0,0.0,0.0,59686.0,0.006701739101296787
631,Kentucky,Owingsville,1.0,0.0,0.0,0.0,0.0,0.0,1575.0,0.06349206349206349
632,Kentucky,Paducah,4.0,1.0,1.0,0.0,0.0,0.0,24933.0,0.02406449284081338
633,Kentucky,Paris,3.0,0.0,1.0,0.0,0.0,0.0,9809.0,0.04077887654195127
634,Kentucky,Radcliff,3.0,0.0,0.0,0.0,0.0,0.0,22576.0,0.013288447909284195
635,Kentucky,Richmond,3.0,0.0,0.0,0.0,0.0,0.0,35952.0,0.008344459279038718
636,Kentucky,Russell Springs,1.0,0.0,0.0,0.0,0.0,0.0,2588.0,0.03863987635239567
637,Kentucky,Russellville,1.0,0.0,0.0,0.0,0.0,0.0,7088.0,0.014108352144469524
638,Kentucky,Shelbyville,1.0,0.0,0.0,0.0,0.0,0.0,16138.0,0.006196554715578138
639,Kentucky,St. Matthews,1.0,0.0,0.0,0.0,0.0,0.0,18228.0,0.0054860653938994955
640,Kentucky,Taylorsville,1.0,0.0,0.0,0.0,0.0,0.0,1262.0,0.07923930269413629
641,Kentucky,Tompkinsville,1.0,0.0,0.0,0.0,0.0,0.0,2267.0,0.044111160123511246
642,Kentucky,Uniontown,1.0,0.0,0.0,0.0,0.0,0.0,943.0,0.10604453870625664
643,Kentucky,Versailles,2.0,1.0,0.0,0.0,0.0,0.0,26552.0,0.011298583910816512
644,Kentucky,Vine Grove,1.0,0.0,0.0,0.0,0.0,0.0,6237.0,0.0160333493666827
645,Kentucky,Williamsburg,1.0,0.0,0.0,0.0,0.0,0.0,5299.0,0.018871485185884128
646,Kentucky,Wilmore,1.0,0.0,1.0,0.0,0.0,0.0,6406.0,0.031220730565095226
647,Kentucky,Winchester,0.0,0.0,1.0,0.0,0.0,0.0,18505.0,0.0054039448797622265
649,Kentucky,Morehead State University,1.0,0.0,0.0,0.0,0.0,0.0,12390.0,0.008071025020177564
650,Kentucky,University of Kentucky,0.0,0.0,0.0,0.0,1.0,0.0,31564.0,0.0031681662653656067
651,Kentucky,University of Louisville,2.0,0.0,0.0,0.0,0.0,0.0,25091.0,0.00797098561237097
696,Louisiana,Franklinton,1.0,0.0,0.0,0.0,0.0,0.0,3771.0,0.026518164942985947
697,Louisiana,Gonzales,1.0,0.0,0.0,0.0,0.0,0.0,10916.0,0.009160864785635764
698,Louisiana,Monroe,1.0,3.0,0.0,0.0,0.0,0.0,48291.0,0.008283116936903357
699,Louisiana,New Orleans,2.0,0.0,0.0,0.0,0.0,0.0,396374.0,0.0005045739629743626
700,Louisiana,Tallulah,1.0,0.0,0.0,0.0,0.0,0.0,6777.0,0.014755791648221928
701,Louisiana,Westlake,1.0,0.0,0.0,0.0,0.0,0.0,4627.0,0.02161227577263886
703,Louisiana,"Southern University and A&M College, New Orleans",0.0,0.0,1.0,0.0,0.0,0.0,3113.0,0.032123353678124
719,Maine,Biddeford,1.0,0.0,0.0,0.0,0.0,0.0,21519.0,0.004647056089967006
720,Maine,Eastport,1.0,0.0,0.0,0.0,0.0,0.0,1258.0,0.0794912559618442
721,Maine,Lewiston,0.0,0.0,1.0,0.0,0.0,0.0,36170.0,0.002764722145424385
722,Maine,Portland,7.0,1.0,3.0,1.0,0.0,0.0,66997.0,0.017911249757451824
723,Maine,Saco,1.0,0.0,1.0,0.0,0.0,0.0,19628.0,0.010189525168127165
724,Maine,South Portland,1.0,0.0,0.0,0.0,0.0,0.0,25557.0,0.003912822318738506
729,Maryland,Baltimore,0.0,0.0,1.0,0.0,0.0,0.0,605436.0,0.00016517022443330096
730,Maryland,Denton,1.0,0.0,0.0,0.0,0.0,0.0,4485.0,0.022296544035674472
731,Maryland,Laurel,0.0,1.0,0.0,0.0,0.0,0.0,26038.0,0.003840540748137338
732,Maryland,Riverdale Park,1.0,1.0,0.0,0.0,0.0,0.0,7330.0,0.027285129604365622
733,Maryland,Takoma Park,0.0,0.0,1.0,0.0,0.0,0.0,18049.0,0.005540473156407558
734,Maryland,Taneytown,1.0,0.0,0.0,0.0,0.0,0.0,6795.0,0.014716703458425313
736,Maryland,Towson University,1.0,0.0,0.0,0.0,0.0,0.0,25467.0,0.003926650174735933
738,Maryland,Baltimore County,2.0,0.0,0.0,0.0,0.0,0.0,15700.0,0.012738853503184712
739,Maryland,College Park,0.0,0.0,1.0,0.0,0.0,0.0,43691.0,0.002288800897209952
757,Massachusetts,Acton,0.0,1.0,0.0,0.0,0.0,0.0,24038.0,0.004160079873533572
758,Massachusetts,Amherst,2.0,1.0,0.0,0.0,0.0,0.0,40242.0,0.00745489786789921
759,Massachusetts,Andover,0.0,3.0,0.0,0.0,0.0,0.0,36324.0,0.008259002312520646
760,Massachusetts,Arlington,4.0,4.0,1.0,0.0,0.0,0.0,45876.0,0.019618100967826315
761,Massachusetts,Ashburnham,0.0,1.0,0.0,0.0,0.0,0.0,6335.0,0.015785319652722965
762,Massachusetts,Ashland,0.0,0.0,0.0,1.0,0.0,0.0,17860.0,0.005599104143337067
763,Massachusetts,Ayer,1.0,1.0,0.0,0.0,0.0,0.0,8246.0,0.02425418384671356
764,Massachusetts,Barnstable,1.0,2.0,0.0,0.0,0.0,0.0,44015.0,0.006815858230148813
765,Massachusetts,Belmont,2.0,0.0,1.0,0.0,0.0,0.0,26700.0,0.011235955056179775
766,Massachusetts,Boston,89.0,18.0,39.0,0.0,0.0,2.0,694673.0,0.021304988102315764
767,Massachusetts,Boxford,0.0,1.0,0.0,0.0,0.0,0.0,8355.0,0.011968880909634948
768,Massachusetts,Braintree,1.0,2.0,0.0,0.0,0.0,0.0,37345.0,0.008033203909492569
769,Massachusetts,Brockton,1.0,1.0,0.0,0.0,0.0,0.0,95922.0,0.002085027418110548
770,Massachusetts,Brookline,2.0,0.0,0.0,0.0,0.0,0.0,59199.0,0.0033784354465447052
771,Massachusetts,Cambridge,6.0,8.0,0.0,1.0,1.0,1.0,114881.0,0.014797921327286495
772,Massachusetts,Chelmsford,2.0,1.0,0.0,0.0,0.0,0.0,35264.0,0.00850725952813067
773,Massachusetts,Chicopee,1.0,0.0,0.0,0.0,0.0,0.0,55639.0,0.001797300454717015
774,Massachusetts,Chilmark,0.0,0.0,0.0,0.0,1.0,0.0,923.0,0.10834236186348861
775,Massachusetts,Cohasset,1.0,0.0,0.0,0.0,0.0,0.0,8665.0,0.011540680900173109
776,Massachusetts,Concord,1.0,1.0,0.0,0.0,0.0,0.0,19459.0,0.010278020453260702
777,Massachusetts,Danvers,1.0,1.0,0.0,0.0,1.0,0.0,27703.0,0.01082915207739234
778,Massachusetts,Dracut,1.0,0.0,0.0,0.0,0.0,0.0,31917.0,0.003133126546981233
779,Massachusetts,Easthampton,1.0,1.0,1.0,0.0,0.0,0.0,16050.0,0.018691588785046728
780,Massachusetts,Easton,1.0,0.0,0.0,0.0,0.0,0.0,25225.0,0.003964321110009911
781,Massachusetts,Edgartown,1.0,0.0,0.0,1.0,0.0,0.0,4357.0,0.04590314436538903
782,Massachusetts,Everett,0.0,1.0,0.0,0.0,0.0,0.0,47005.0,0.0021274332517817254
783,Massachusetts,Falmouth,1.0,1.0,0.0,0.0,0.0,0.0,31033.0,0.006444752360390551
784,Massachusetts,Framingham,3.0,3.0,0.0,0.0,0.0,0.0,72510.0,0.008274720728175426
785,Massachusetts,Great Barrington,0.0,1.0,0.0,0.0,0.0,0.0,6821.0,0.014660606949127693
786,Massachusetts,Groton,0.0,1.0,0.0,0.0,0.0,0.0,11462.0,0.008724480893386843
787,Massachusetts,Haverhill,6.0,2.0,1.0,1.0,0.0,1.0,64012.0,0.017184277947884772
788,Massachusetts,Holbrook,1.0,1.0,0.0,0.0,0.0,0.0,11052.0,0.018096272167933407
789,Massachusetts,Lawrence,0.0,0.0,1.0,0.0,0.0,0.0,80669.0,0.0012396335643183876
790,Massachusetts,Lynn,0.0,1.0,0.0,0.0,0.0,1.0,94558.0,0.0021151039573595043
791,Massachusetts,Malden,1.0,0.0,0.0,0.0,0.0,0.0,61469.0,0.0016268362914639899
792,Massachusetts,Medford,0.0,0.0,0.0,1.0,0.0,0.0,57997.0,0.0017242271151956135
793,Massachusetts,Melrose,1.0,1.0,1.0,0.0,0.0,0.0,28552.0,0.010507144858503781
794,Massachusetts,Milford,1.0,0.0,0.0,0.0,0.0,0.0,29056.0,0.003441629955947137
795,Massachusetts,Millbury,0.0,1.0,0.0,0.0,0.0,0.0,13802.0,0.007245326764237068
796,Massachusetts,Monson,0.0,1.0,0.0,0.0,0.0,0.0,8890.0,0.01124859392575928
797,Massachusetts,Nantucket,1.0,0.0,0.0,0.0,0.0,0.0,11388.0,0.008781173164734809
798,Massachusetts,Natick,1.0,0.0,0.0,0.0,0.0,0.0,36717.0,0.0027235340577933926
799,Massachusetts,Newton,2.0,3.0,2.0,0.0,0.0,0.0,89505.0,0.007820792134517624
800,Massachusetts,Northampton,1.0,0.0,0.0,0.0,0.0,0.0,28587.0,0.0034980935390212338
801,Massachusetts,North Andover,1.0,0.0,0.0,0.0,0.0,0.0,31394.0,0.003185322036057845
802,Massachusetts,Oak Bluffs,0.0,1.0,0.0,0.0,0.0,0.0,4699.0,0.02128112364332837
803,Massachusetts,Palmer,1.0,0.0,0.0,0.0,0.0,0.0,12320.0,0.008116883116883116
804,Massachusetts,Pittsfield,2.0,1.0,0.0,0.0,0.0,0.0,42298.0,0.007092533925953946
805,Massachusetts,Provincetown,0.0,0.0,2.0,0.0,0.0,0.0,2960.0,0.06756756756756757
806,Massachusetts,Quincy,7.0,2.0,0.0,0.0,0.0,0.0,94388.0,0.009535110395389243
807,Massachusetts,Revere,2.0,0.0,2.0,0.0,0.0,0.0,54296.0,0.007367025195226167
808,Massachusetts,Salem,2.0,1.0,2.0,0.0,0.0,0.0,43634.0,0.011458954026676446
809,Massachusetts,Somerville,5.0,1.0,3.0,0.0,1.0,0.0,82161.0,0.012171224790350654
810,Massachusetts,South Hadley,2.0,0.0,0.0,0.0,0.0,0.0,17799.0,0.011236586325074441
811,Massachusetts,Spencer,0.0,0.0,1.0,0.0,0.0,0.0,11989.0,0.008340979230961715
812,Massachusetts,Springfield,6.0,1.0,3.0,0.0,0.0,0.0,155179.0,0.00644417092518962
813,Massachusetts,Sturbridge,2.0,1.0,0.0,0.0,0.0,0.0,9626.0,0.031165593185123623
