,state,city,race,religion,sexual orientation,disability,gender,gender identity,population,percent per pop
814,Massachusetts,Swampscott,2.0,3.0,0.0,0.0,0.0,0.0,15380.0,0.032509752925877766
815,Massachusetts,Tisbury,1.0,0.0,1.0,0.0,0.0,0.0,4131.0,0.04841442749939482
816,Massachusetts,Wales,0.0,0.0,0.0,0.0,1.0,0.0,1902.0,0.052576235541535225
817,Massachusetts,Waltham,4.0,2.0,1.0,0.0,0.0,0.0,62655.0,0.011172292714069108
818,Massachusetts,Watertown,0.0,1.0,0.0,0.0,0.0,0.0,36320.0,0.0027533039647577094
819,Massachusetts,Westfield,1.0,0.0,0.0,0.0,0.0,0.0,41854.0,0.002389257896497348
820,Massachusetts,West Tisbury,1.0,0.0,0.0,0.0,0.0,0.0,2920.0,0.03424657534246575
821,Massachusetts,Winchester,1.0,0.0,0.0,0.0,0.0,0.0,23036.0,0.004341031429067546
822,Massachusetts,Winthrop,0.0,1.0,0.0,0.0,0.0,0.0,18783.0,0.0053239631581749455
823,Massachusetts,Worcester,1.0,0.0,1.0,0.0,0.0,0.0,186188.0,0.001074183083764797
825,Massachusetts,Assumption College,1.0,0.0,0.0,0.0,0.0,0.0,2913.0,0.03432887058015791
826,Massachusetts,Boston University,2.0,0.0,0.0,0.0,0.0,0.0,40807.0,0.0049011199058984975
827,Massachusetts,College of the Holy Cross,1.0,1.0,1.0,0.0,0.0,0.0,2806.0,0.10691375623663579
828,Massachusetts,Dean College,1.0,0.0,0.0,0.0,0.0,0.0,1568.0,0.06377551020408163
829,Massachusetts,Massasoit Community College,1.0,1.0,0.0,0.0,0.0,0.0,10613.0,0.01884481296523132
830,Massachusetts,Northeastern University,2.0,1.0,1.0,1.0,0.0,1.0,27486.0,0.021829294913774284
831,Massachusetts,Springfield Technical Community College,0.0,1.0,0.0,0.0,0.0,0.0,7713.0,0.01296512381693245
832,Massachusetts,"University of Massachusetts, Amherst",2.0,1.0,0.0,0.0,0.0,1.0,34778.0,0.01150152395192363
833,Massachusetts,Westfield State University,3.0,0.0,0.0,0.0,0.0,0.0,8017.0,0.03742048147686167
841,Michigan,Allen Park,1.0,0.0,0.0,0.0,0.0,0.0,27020.0,0.003700962250185048
842,Michigan,Ann Arbor,3.0,5.0,1.0,0.0,0.0,0.0,122571.0,0.007342683016374182
843,Michigan,Auburn Hills,1.0,0.0,0.0,0.0,0.0,0.0,23579.0,0.0042410619619152636
844,Michigan,Bad Axe,1.0,0.0,0.0,0.0,0.0,0.0,2933.0,0.03409478349812479
845,Michigan,Battle Creek,0.0,0.0,2.0,0.0,0.0,0.0,60615.0,0.0032995133217850366
846,Michigan,Bay City,0.0,0.0,2.0,0.0,0.0,0.0,32953.0,0.006069250144144691
847,Michigan,Belding,0.0,0.0,1.0,0.0,0.0,0.0,5737.0,0.01743071291615827
848,Michigan,Benton Township,1.0,0.0,1.0,0.0,0.0,0.0,14382.0,0.013906271728549574
849,Michigan,Bloomfield Township,1.0,0.0,0.0,0.0,0.0,0.0,42199.0,0.0023697244010521578
850,Michigan,Bridgeport Township,1.0,0.0,0.0,0.0,0.0,0.0,9853.0,0.010149193139145437
851,Michigan,Brighton,0.0,0.0,1.0,0.0,0.0,0.0,7635.0,0.01309757694826457
852,Michigan,Bronson,0.0,1.0,0.0,0.0,0.0,0.0,2297.0,0.043535045711798
853,Michigan,Burton,4.0,0.0,1.0,0.0,0.0,0.0,28464.0,0.017566048341765037
854,Michigan,Cadillac,0.0,2.0,1.0,0.0,0.0,0.0,10455.0,0.028694404591104734
855,Michigan,Canton Township,2.0,0.0,0.0,0.0,0.0,0.0,92055.0,0.002172614198033784
856,Michigan,Chelsea,1.0,0.0,0.0,0.0,0.0,0.0,5248.0,0.019054878048780487
857,Michigan,Chocolay Township,0.0,0.0,1.0,0.0,0.0,0.0,5936.0,0.01684636118598383
858,Michigan,Clare,1.0,0.0,0.0,0.0,0.0,0.0,2990.0,0.033444816053511704
859,Michigan,Clinton Township,2.0,0.0,0.0,0.0,0.0,0.0,101279.0,0.0019747430365623674
860,Michigan,Coloma Township,0.0,0.0,0.0,1.0,0.0,0.0,6369.0,0.01570105197048202
861,Michigan,Dearborn,1.0,1.0,0.0,0.0,0.0,0.0,94022.0,0.0021271617281061876
862,Michigan,Dearborn Heights,1.0,1.0,0.0,1.0,0.0,0.0,55495.0,0.0054058924227407875
863,Michigan,Detroit,28.0,1.0,18.0,5.0,2.0,0.0,671275.0,0.008044393132471787
864,Michigan,DeWitt Township,0.0,0.0,0.0,1.0,0.0,0.0,15194.0,0.006581545346847439
865,Michigan,Dowagiac,1.0,0.0,0.0,0.0,0.0,0.0,5738.0,0.01742767514813524
866,Michigan,East Lansing,0.0,1.0,1.0,0.0,0.0,0.0,46913.0,0.004263210623920875
867,Michigan,Elkton,0.0,1.0,0.0,0.0,0.0,0.0,751.0,0.13315579227696406
868,Michigan,Escanaba,4.0,0.0,1.0,0.0,0.0,0.0,12169.0,0.04108801051853069
869,Michigan,Farmington Hills,0.0,1.0,0.0,0.0,0.0,0.0,81239.0,0.0012309358805499822
870,Michigan,Ferndale,0.0,0.0,1.0,0.0,0.0,0.0,20095.0,0.004976362279173924
871,Michigan,Flat Rock,0.0,1.0,0.0,0.0,0.0,0.0,9967.0,0.010033109260559848
872,Michigan,Flint,9.0,0.0,0.0,0.0,1.0,0.0,95677.0,0.010451832728869008
873,Michigan,Flint Township,1.0,0.0,0.0,0.0,0.0,0.0,30378.0,0.0032918559483836986
874,Michigan,Fowlerville,0.0,0.0,0.0,0.0,2.0,0.0,2953.0,0.06772773450728073
875,Michigan,Frankenmuth,1.0,0.0,0.0,0.0,0.0,0.0,5290.0,0.01890359168241966
876,Michigan,Fruitport Township,2.0,0.0,0.0,0.0,0.0,0.0,14168.0,0.01411631846414455
877,Michigan,Garden City,2.0,0.0,0.0,0.0,0.0,0.0,26520.0,0.007541478129713424
878,Michigan,Gladstone,1.0,0.0,0.0,0.0,0.0,0.0,4721.0,0.021181952976064393
879,Michigan,Gladwin,1.0,0.0,0.0,0.0,0.0,0.0,2874.0,0.03479471120389701
880,Michigan,Grand Blanc Township,1.0,0.0,0.0,0.0,0.0,0.0,36489.0,0.0027405519471621585
881,Michigan,Grand Rapids,5.0,0.0,1.0,0.0,0.0,0.0,200428.0,0.0029935937094617516
882,Michigan,Grandville,1.0,0.0,0.0,0.0,0.0,0.0,16057.0,0.006227813414710096
883,Michigan,Grant,1.0,0.0,0.0,0.0,0.0,0.0,882.0,0.11337868480725624
884,Michigan,Grosse Ile Township,0.0,0.0,1.0,0.0,0.0,0.0,10128.0,0.009873617693522907
885,Michigan,Hamburg Township,1.0,0.0,0.0,0.0,0.0,0.0,22024.0,0.004540501271340356
886,Michigan,Hampton Township,1.0,0.0,0.0,0.0,0.0,0.0,9458.0,0.010573059843518714
887,Michigan,Hamtramck,0.0,1.0,0.0,0.0,0.0,0.0,21668.0,0.0046151006091932805
888,Michigan,Harbor Beach,0.0,0.0,1.0,0.0,0.0,0.0,1591.0,0.06285355122564425
889,Michigan,Harper Woods,1.0,0.0,0.0,0.0,0.0,0.0,13674.0,0.007313149041977475
890,Michigan,Highland Park,5.0,1.0,1.0,0.0,3.0,0.0,10794.0,0.09264406151565684
891,Michigan,Holland,1.0,2.0,0.0,0.0,0.0,0.0,26322.0,0.011397310234784592
892,Michigan,Huntington Woods,2.0,0.0,0.0,0.0,0.0,0.0,6328.0,0.03160556257901391
893,Michigan,Inkster,1.0,0.0,1.0,0.0,0.0,0.0,24334.0,0.008218952905399852
894,Michigan,Kalamazoo,1.0,0.0,1.0,0.0,0.0,0.0,76020.0,0.002630886608787161
895,Michigan,Kentwood,1.0,0.0,0.0,0.0,0.0,0.0,52192.0,0.001916002452483139
896,Michigan,Kingsford,0.0,0.0,0.0,1.0,0.0,0.0,4960.0,0.020161290322580645
897,Michigan,Lansing,2.0,0.0,0.0,0.0,0.0,0.0,112534.0,0.0017772406561572503
898,Michigan,Lansing Township,1.0,0.0,0.0,0.0,0.0,0.0,8213.0,0.0121758188238159
899,Michigan,Litchfield,1.0,0.0,0.0,0.0,0.0,0.0,1336.0,0.07485029940119761
900,Michigan,Livonia,0.0,0.0,1.0,0.0,0.0,0.0,93740.0,0.0010667804565820354
901,Michigan,Lowell,1.0,0.0,0.0,0.0,0.0,0.0,4138.0,0.02416626389560174
902,Michigan,Ludington,1.0,0.0,0.0,0.0,0.0,0.0,8058.0,0.012410027302060065
903,Michigan,Mackinac Island,1.0,0.0,0.0,0.0,0.0,0.0,467.0,0.21413276231263384
904,Michigan,Madison Heights,1.0,0.0,0.0,0.0,0.0,0.0,30100.0,0.0033222591362126247
905,Michigan,Marquette,1.0,0.0,0.0,0.0,0.0,0.0,20529.0,0.004871157874226703
906,Michigan,Marshall,0.0,0.0,1.0,0.0,0.0,0.0,6986.0,0.014314342971657599
907,Michigan,Melvindale,1.0,0.0,0.0,0.0,0.0,0.0,10291.0,0.009717228646390049
908,Michigan,Menominee,0.0,0.0,0.0,1.0,0.0,0.0,8089.0,0.012362467548522686
909,Michigan,Meridian Township,2.0,0.0,1.0,0.0,0.0,0.0,43072.0,0.006965081723625557
910,Michigan,Metro Police Authority of Genesee County,1.0,0.0,0.0,0.0,0.0,0.0,19887.0,0.0050284105194348064
911,Michigan,Midland,2.0,2.0,0.0,0.0,0.0,0.0,41798.0,0.009569835877314704
912,Michigan,Milan,0.0,1.0,0.0,0.0,0.0,0.0,4018.0,0.024888003982080638
913,Michigan,Monroe,1.0,0.0,0.0,0.0,0.0,0.0,19754.0,0.005062265870203503
914,Michigan,Muskegon Township,1.0,0.0,0.0,0.0,0.0,0.0,17879.0,0.005593153979529056
915,Michigan,Northfield Township,1.0,0.0,0.0,0.0,0.0,0.0,8741.0,0.011440338634023568
916,Michigan,Northville Township,0.0,1.0,0.0,0.0,0.0,0.0,28939.0,0.0034555444210235325
917,Michigan,Norton Shores,1.0,0.0,0.0,0.0,0.0,0.0,24578.0,0.004068679306697047
918,Michigan,Oak Park,0.0,0.0,1.0,0.0,0.0,0.0,29688.0,0.0033683643222850983
919,Michigan,Ontwa Township-Edwardsburg,1.0,0.0,0.0,0.0,0.0,0.0,6493.0,0.015401201293700907
920,Michigan,Orchard Lake,1.0,0.0,0.0,0.0,0.0,0.0,2465.0,0.04056795131845842
921,Michigan,Orion Township,1.0,0.0,0.0,0.0,0.0,0.0,36193.0,0.0027629652142679524
922,Michigan,Owosso,0.0,0.0,1.0,0.0,0.0,0.0,14455.0,0.0069180214458664825
923,Michigan,Pinckney,0.0,0.0,0.0,1.0,0.0,0.0,2479.0,0.04033884630899556
924,Michigan,Pontiac,1.0,0.0,0.0,0.0,0.0,0.0,59817.0,0.0016717655515990435
925,Michigan,Port Huron,1.0,0.0,0.0,0.0,0.0,0.0,28907.0,0.0034593697028401428
926,Michigan,Redford Township,2.0,0.0,1.0,0.0,0.0,0.0,46899.0,0.006396724876863046
927,Michigan,Richmond,0.0,0.0,0.0,1.0,0.0,0.0,5916.0,0.016903313049357674
928,Michigan,Romulus,5.0,0.0,0.0,0.0,0.0,0.0,23389.0,0.02137757065287101
929,Michigan,Roseville,4.0,1.0,1.0,0.0,0.0,0.0,47524.0,0.012625199898998402
930,Michigan,Royal Oak,1.0,1.0,0.0,0.0,0.0,0.0,59383.0,0.0033679672633581998
931,Michigan,Saginaw,1.0,0.0,1.0,0.0,0.0,0.0,48302.0,0.0041406152954329015
932,Michigan,Saginaw Township,1.0,0.0,0.0,0.0,0.0,0.0,39198.0,0.002551150568906577
933,Michigan,Sault Ste. Marie,1.0,0.0,0.0,0.0,0.0,0.0,13557.0,0.0073762631850704434
934,Michigan,Shelby,0.0,0.0,0.0,1.0,0.0,0.0,2019.0,0.04952947003467063
935,Michigan,Shelby Township,2.0,0.0,0.0,0.0,0.0,0.0,79878.0,0.0025038183229424875
936,Michigan,Southfield,2.0,0.0,1.0,0.0,0.0,0.0,73418.0,0.004086191397205045
937,Michigan,Southgate,2.0,0.0,1.0,0.0,0.0,0.0,28959.0,0.010359473738734071
938,Michigan,South Haven,2.0,0.0,0.0,0.0,0.0,0.0,4337.0,0.04611482591653217
939,Michigan,St. Clair Shores,5.0,0.0,0.0,0.0,0.0,0.0,59618.0,0.008386728840283136
940,Michigan,St. Joseph,1.0,0.0,0.0,0.0,0.0,0.0,8364.0,0.011956001912960307
941,Michigan,Sturgis,1.0,0.0,0.0,0.0,0.0,0.0,10796.0,0.009262689885142646
942,Michigan,Tawas,1.0,0.0,1.0,0.0,0.0,0.0,4487.0,0.04457321149988857
943,Michigan,Tecumseh,1.0,0.0,0.0,0.0,0.0,0.0,8363.0,0.011957431543704412
944,Michigan,Thomas Township,1.0,0.0,0.0,0.0,0.0,0.0,11488.0,0.008704735376044569
945,Michigan,Traverse City,2.0,0.0,1.0,0.0,0.0,0.0,15441.0,0.019428793471925394
946,Michigan,Trenton,1.0,0.0,0.0,0.0,0.0,0.0,18176.0,0.005501760563380282
947,Michigan,Troy,5.0,0.0,0.0,0.0,0.0,0.0,84221.0,0.0059367616152741
948,Michigan,Unadilla Township,0.0,0.0,1.0,0.0,0.0,0.0,3465.0,0.02886002886002886
949,Michigan,Walker,1.0,0.0,1.0,0.0,0.0,0.0,25010.0,0.007996801279488205
950,Michigan,Warren,9.0,2.0,0.0,0.0,0.0,0.0,135160.0,0.008138502515537141
951,Michigan,Waterford Township,2.0,0.0,2.0,0.0,0.0,0.0,73066.0,0.005474502504584896
952,Michigan,Wayland,0.0,0.0,1.0,0.0,0.0,0.0,4260.0,0.023474178403755867
953,Michigan,Wayne,1.0,0.0,0.0,0.0,0.0,0.0,16862.0,0.005930494603249911
954,Michigan,West Bloomfield Township,2.0,1.0,0.0,0.0,0.0,0.0,65928.0,0.004550418638514743
955,Michigan,Williamston,1.0,0.0,0.0,0.0,0.0,0.0,3924.0,0.025484199796126403
956,Michigan,Wyandotte,0.0,1.0,0.0,0.0,0.0,0.0,24862.0,0.004022202558120827
957,Michigan,Wyoming,5.0,2.0,0.0,1.0,0.0,0.0,76498.0,0.010457789746137154
958,Michigan,Ypsilanti,3.0,0.0,0.0,0.0,0.0,0.0,21298.0,0.014085829655366701
960,Michigan,Eastern Michigan University,1.0,1.0,0.0,0.0,0.0,0.0,24545.0,0.008148299042574862
961,Michigan,Ferris State University,0.0,0.0,1.0,0.0,0.0,0.0,16828.0,0.0059424768243403845
962,Michigan,Michigan State University,1.0,0.0,1.0,0.0,1.0,0.0,55545.0,0.0054010261949770455
963,Michigan,Mott Community College,0.0,0.0,1.0,0.0,0.0,0.0,10769.0,0.009285913269570062
964,Michigan,Oakland Community College,1.0,0.0,0.0,0.0,0.0,0.0,29644.0,0.003373363918499528
965,Michigan,Saginaw Valley State University,1.0,0.0,0.0,0.0,0.0,0.0,10320.0,0.009689922480620155
967,Michigan,Ann Arbor ,4.0,1.0,0.0,0.0,0.0,0.0,46316.0,0.010795405475429657
968,Michigan,Dearborn,0.0,1.0,0.0,0.0,0.0,0.0,10714.0,0.009333582228859437
969,Michigan,Flint,1.0,0.0,1.0,0.0,0.0,0.0,9455.0,0.021152829190904283
1041,Minnesota,Blaine,1.0,0.0,0.0,0.0,0.0,0.0,65649.0,0.0015232524486283113
1042,Minnesota,Brooklyn Park,2.0,1.0,1.0,0.0,0.0,0.0,81263.0,0.004922289356779838
1043,Minnesota,Columbia Heights,1.0,0.0,0.0,0.0,0.0,0.0,21119.0,0.00473507268336569
1044,Minnesota,Coon Rapids,2.0,0.0,1.0,0.0,0.0,0.0,62818.0,0.004775701232130918
1045,Minnesota,Detroit Lakes,0.0,1.0,0.0,1.0,0.0,0.0,9289.0,0.021530842932500807
1046,Minnesota,Eden Prairie,0.0,1.0,0.0,0.0,0.0,0.0,64917.0,0.001540428547221837
1047,Minnesota,Fairmont,1.0,0.0,0.0,0.0,0.0,0.0,10053.0,0.00994727941907888
1048,Minnesota,Fergus Falls,1.0,0.0,0.0,0.0,0.0,0.0,13839.0,0.007225955632632416
1049,Minnesota,Inver Grove Heights,1.0,0.0,0.0,0.0,0.0,0.0,35592.0,0.0028096201393571587
1050,Minnesota,Janesville,1.0,0.0,0.0,0.0,0.0,0.0,2259.0,0.04426737494466578
1051,Minnesota,Lakeville,4.0,1.0,1.0,0.0,0.0,0.0,64914.0,0.009242998428690266
1052,Minnesota,Mankato,7.0,1.0,0.0,0.0,0.0,0.0,42606.0,0.018776698117636013
1053,Minnesota,Maple Grove,1.0,0.0,0.0,0.0,0.0,0.0,72502.0,0.0013792722959366638
1054,Minnesota,Maplewood,2.0,2.0,1.0,0.0,0.0,0.0,41339.0,0.012095115992162364
1055,Minnesota,Mendota Heights,0.0,1.0,0.0,0.0,0.0,0.0,11381.0,0.008786574114752659
1056,Minnesota,Minneapolis,8.0,1.0,14.0,0.0,0.0,0.0,428261.0,0.005370556739931957
1057,Minnesota,Minnetonka,0.0,1.0,0.0,0.0,0.0,0.0,53573.0,0.001866611912717227
1058,Minnesota,Moorhead,2.0,0.0,1.0,0.0,0.0,0.0,43657.0,0.0068717502347847995
1059,Minnesota,Mounds View,1.0,0.0,0.0,0.0,0.0,0.0,13235.0,0.007555723460521345
1060,Minnesota,New Brighton,2.0,0.0,0.0,0.0,0.0,0.0,22978.0,0.008703977717817044
1061,Minnesota,North Branch,1.0,0.0,0.0,0.0,0.0,0.0,10511.0,0.009513842641042717
1062,Minnesota,Northfield,1.0,0.0,0.0,0.0,0.0,0.0,19327.0,0.00517410875976613
1063,Minnesota,Prior Lake,2.0,0.0,0.0,0.0,0.0,0.0,26925.0,0.007428040854224699
1064,Minnesota,Red Wing,2.0,0.0,0.0,0.0,0.0,0.0,16405.0,0.0121914050594331
1065,Minnesota,Rochester,2.0,3.0,0.0,0.0,0.0,0.0,117037.0,0.004272153250681408
1066,Minnesota,St. Cloud,5.0,3.0,1.0,0.0,0.0,0.0,54591.0,0.016486233994614494
1067,Minnesota,St. Louis Park,4.0,1.0,0.0,0.0,0.0,0.0,49595.0,0.010081661457808247
1068,Minnesota,St. Paul,6.0,7.0,2.0,0.0,0.0,0.0,309756.0,0.004842521210242901
1069,Minnesota,St. Peter,0.0,0.0,1.0,0.0,0.0,0.0,12012.0,0.008325008325008324
1070,Minnesota,West St. Paul,1.0,0.0,0.0,0.0,0.0,0.0,19798.0,0.0050510152540660675
1071,Minnesota,Winnebago,0.0,0.0,0.0,1.0,0.0,0.0,1339.0,0.07468259895444362
1072,Minnesota,Woodbury,1.0,0.0,0.0,0.0,0.0,0.0,70900.0,0.0014104372355430183
1074,Minnesota,"University of Minnesota, Twin Cities",3.0,0.0,0.0,0.0,0.0,0.0,64860.0,0.004625346901017576
1085,Mississippi,Brandon,2.0,0.0,0.0,0.0,0.0,0.0,24283.0,0.008236214635753409
1086,Mississippi,Clinton,0.0,0.0,1.0,0.0,0.0,0.0,25137.0,0.003978199466921272
1087,Mississippi,Holly Springs,0.0,1.0,0.0,0.0,0.0,0.0,7614.0,0.013133701076963489
1092,Missouri,Belton,2.0,0.0,0.0,0.0,0.0,0.0,23526.0,0.008501232678738417
1093,Missouri,Blue Springs,4.0,0.0,0.0,0.0,0.0,0.0,55277.0,0.007236282721565931
1094,Missouri,Duquesne,0.0,0.0,0.0,1.0,0.0,0.0,1736.0,0.0576036866359447
1095,Missouri,Fulton,1.0,0.0,0.0,0.0,0.0,0.0,12856.0,0.007778469197261979
1096,Missouri,Gladstone,0.0,1.0,0.0,0.0,0.0,0.0,27382.0,0.003652034183039953
1097,Missouri,Grain Valley,1.0,0.0,0.0,0.0,0.0,0.0,14165.0,0.0070596540769502295
1098,Missouri,Independence,1.0,0.0,2.0,0.0,0.0,0.0,117368.0,0.0025560629813918614
1099,Missouri,Jefferson City,1.0,0.0,0.0,0.0,0.0,0.0,42834.0,0.0023345940141009476
1100,Missouri,Kansas City,29.0,0.0,3.0,0.0,0.0,1.0,317135.0,0.010405663203367652
1101,Missouri,Lexington,1.0,0.0,0.0,0.0,0.0,0.0,4531.0,0.022070183182520416
1102,Missouri,Lilbourn,0.0,0.0,0.0,1.0,0.0,0.0,1082.0,0.09242144177449169
1103,Missouri,Macon,1.0,0.0,0.0,0.0,0.0,0.0,5368.0,0.018628912071535022
1104,Missouri,Smithville,1.0,0.0,0.0,0.0,0.0,0.0,10012.0,0.00998801438274071
1105,Missouri,St. Louis,1.0,0.0,1.0,0.0,0.0,0.0,306875.0,0.0006517311608961304
1106,Missouri,Wentzville,0.0,1.0,0.0,0.0,0.0,0.0,41057.0,0.0024356382590057725
1107,Missouri,West Plains,1.0,0.0,0.0,0.0,0.0,0.0,12277.0,0.008145312372729493
1118,Montana,Billings,0.0,0.0,1.0,0.0,0.0,0.0,110397.0,0.0009058217161698234
1119,Montana,Bozeman,0.0,0.0,1.0,0.0,0.0,0.0,48101.0,0.002078958857404212
1120,Montana,Missoula,0.0,0.0,3.0,0.0,0.0,0.0,74300.0,0.004037685060565276
1122,Montana,University of Montana,1.0,0.0,0.0,0.0,0.0,0.0,14683.0,0.006810597289382279
1127,Nebraska,Bellevue,0.0,0.0,0.0,1.0,0.0,0.0,53683.0,0.0018627871020621054
1128,Nebraska,Grand Island,0.0,0.0,2.0,0.0,0.0,0.0,51768.0,0.003863390511512904
1129,Nebraska,La Vista,0.0,0.0,0.0,2.0,0.0,0.0,17177.0,0.011643476742155207
1130,Nebraska,Lincoln,10.0,0.0,1.0,0.0,0.0,1.0,288589.0,0.004158162646531919
1131,Nebraska,North Platte,0.0,0.0,1.0,0.0,0.0,0.0,23774.0,0.004206275763439051
1132,Nebraska,Ogallala,1.0,0.0,0.0,0.0,0.0,0.0,4512.0,0.022163120567375887
1133,Nebraska,Omaha,3.0,2.0,0.0,0.0,0.0,0.0,469351.0,0.0010653008089894344
1134,Nebraska,Valley,1.0,0.0,0.0,0.0,0.0,0.0,2334.0,0.042844901456726654
1145,Nevada,Boulder City,0.0,0.0,1.0,0.0,0.0,0.0,16112.0,0.006206554121151936
1146,Nevada,Henderson,3.0,2.0,0.0,0.0,0.0,0.0,309586.0,0.0016150601125373887
1147,Nevada,Las Vegas Metropolitan Police Department,7.0,4.0,5.0,0.0,0.0,0.0,1644390.0,0.0009730051873339049
1148,Nevada,North Las Vegas,3.0,0.0,0.0,0.0,0.0,0.0,246951.0,0.0012148158946511656
1149,Nevada,Reno,0.0,1.0,1.0,0.0,0.0,0.0,252341.0,0.0007925782968284979
1151,Nevada,"University of Nevada, Las Vegas",1.0,4.0,1.0,0.0,0.0,0.0,34647.0,0.01731751666810979
1156,New Hampshire,Bedford,0.0,1.0,0.0,0.0,0.0,0.0,22640.0,0.00441696113074205
1157,New Hampshire,Carroll,0.0,0.0,1.0,0.0,0.0,0.0,730.0,0.136986301369863
1158,New Hampshire,Goffstown,1.0,0.0,0.0,0.0,0.0,0.0,17978.0,0.00556235398820781
1159,New Hampshire,Hinsdale,1.0,0.0,0.0,0.0,0.0,0.0,3855.0,0.02594033722438392
1160,New Hampshire,Lincoln,0.0,0.0,1.0,0.0,0.0,0.0,1772.0,0.0564334085778781
1161,New Hampshire,Manchester,2.0,0.0,0.0,0.0,0.0,0.0,111422.0,0.001794977652528226
1162,New Hampshire,Northumberland,1.0,0.0,0.0,0.0,0.0,0.0,2112.0,0.04734848484848485
1163,New Hampshire,Pelham,1.0,0.0,0.0,0.0,0.0,0.0,13795.0,0.007249003262051468
1164,New Hampshire,Seabrook,0.0,0.0,0.0,1.0,0.0,0.0,8941.0,0.011184431271669836
1166,New Hampshire,University of New Hampshire,0.0,1.0,1.0,0.0,0.0,0.0,16599.0,0.012048918609554793
1171,New Jersey,Aberdeen Township,2.0,0.0,1.0,0.0,0.0,2.0,18378.0,0.027206442485580584
1172,New Jersey,Barnegat Township,0.0,0.0,0.0,1.0,0.0,0.0,22777.0,0.004390393818325504
1173,New Jersey,Berkeley Heights Township,1.0,0.0,0.0,0.0,0.0,0.0,13646.0,0.007328154770628755
1174,New Jersey,Berlin,1.0,0.0,0.0,0.0,0.0,0.0,7495.0,0.0133422281521014
1175,New Jersey,Beverly,1.0,0.0,0.0,0.0,0.0,0.0,2497.0,0.040048057669203045
1176,New Jersey,Bloomingdale,1.0,0.0,0.0,0.0,0.0,0.0,8211.0,0.01217878455730118
1177,New Jersey,Boonton,3.0,2.0,0.0,0.0,0.0,0.0,8236.0,0.06070908207867897
1178,New Jersey,Bordentown Township,1.0,0.0,0.0,0.0,0.0,0.0,12323.0,0.008114907084313883
1179,New Jersey,Brick Township,0.0,1.0,0.0,0.0,0.0,0.0,74712.0,0.0013384730699218333
1180,New Jersey,Bridgeton,4.0,1.0,4.0,0.0,0.0,0.0,24386.0,0.036906421717378825
1181,New Jersey,Bridgewater Township,1.0,0.0,1.0,0.0,0.0,0.0,45050.0,0.004439511653718091
1182,New Jersey,Brooklawn,1.0,0.0,0.0,0.0,0.0,0.0,1904.0,0.052521008403361345
1183,New Jersey,Burlington City,1.0,0.0,0.0,0.0,0.0,0.0,9817.0,0.010186411327289395
1184,New Jersey,Camden County Police Department,0.0,1.0,0.0,0.0,0.0,0.0,73140.0,0.0013672409078479629
1185,New Jersey,Carteret,0.0,1.0,0.0,0.0,0.0,0.0,23921.0,0.004180427239663894
1186,New Jersey,Cedar Grove Township,0.0,1.0,0.0,0.0,0.0,0.0,12566.0,0.00795798185580137
1187,New Jersey,Chatham,1.0,0.0,0.0,0.0,0.0,0.0,8793.0,0.011372682815876264
1188,New Jersey,Cherry Hill Township,2.0,2.0,2.0,0.0,0.0,0.0,70578.0,0.008501232678738417
1189,New Jersey,Cinnaminson Township,1.0,0.0,0.0,0.0,0.0,0.0,16630.0,0.006013229104028864
1190,New Jersey,Clifton,2.0,2.0,0.0,0.0,0.0,0.0,85732.0,0.0046657024214995565
1191,New Jersey,Closter,1.0,1.0,0.0,1.0,0.0,0.0,8691.0,0.03451846738004832
1192,New Jersey,Colts Neck Township,0.0,1.0,0.0,0.0,0.0,0.0,9944.0,0.01005631536604988
1193,New Jersey,Cranbury Township,1.0,0.0,0.0,0.0,0.0,0.0,3900.0,0.02564102564102564
1194,New Jersey,Deal,1.0,0.0,0.0,0.0,0.0,0.0,730.0,0.136986301369863
1195,New Jersey,Delanco Township,2.0,0.0,0.0,0.0,0.0,0.0,4509.0,0.04435573297848747
1196,New Jersey,Denville Township,1.0,0.0,0.0,0.0,0.0,0.0,16737.0,0.00597478640138615
1197,New Jersey,Dover,2.0,0.0,0.0,0.0,0.0,0.0,17982.0,0.011122233344455567
1198,New Jersey,Dumont,1.0,1.0,0.0,0.0,0.0,0.0,17825.0,0.011220196353436185
1199,New Jersey,East Brunswick Township,7.0,5.0,3.0,0.0,0.0,0.0,48342.0,0.031028918952463697
1200,New Jersey,East Hanover Township,1.0,0.0,0.0,0.0,0.0,0.0,11084.0,0.009022013713460843
1201,New Jersey,East Orange,0.0,1.0,0.0,0.0,0.0,0.0,64625.0,0.0015473887814313348
1202,New Jersey,East Rutherford,0.0,1.0,0.0,0.0,0.0,0.0,9941.0,0.010059350165979277
1203,New Jersey,Edison Township,0.0,4.0,0.0,0.0,0.0,0.0,101309.0,0.003948316536536735
1204,New Jersey,Egg Harbor Township,2.0,0.0,0.0,0.0,0.0,0.0,43276.0,0.004621499214345133
1205,New Jersey,Elizabeth,1.0,0.0,0.0,0.0,0.0,0.0,129080.0,0.0007747133560582584
1206,New Jersey,Emerson,1.0,0.0,0.0,0.0,0.0,0.0,7679.0,0.013022528975126969
1207,New Jersey,Englewood,6.0,1.0,0.0,0.0,0.0,0.0,28988.0,0.024147923278598042
1208,New Jersey,Evesham Township,12.0,10.0,1.0,0.0,0.0,0.0,45354.0,0.05071217533183402
